Original_Index,Text,True_Label,True_Binary,AI_Predictions,AI_Binary,Reasoning
398,"Person1: Jesus Christ, is she for real?
Person2: Oh yes. I've read it over and over again. This baby's the real deal. Daddy's little angel. A paradigm of chastity and virtue.
Person1: B.F.D. What do you plan to do? Fly to Kansas and woo little Dorothy.
Person2: It just so happens we're not in Kansas anymore. Our little angel's father has accepted the new headmaster position at Oakwood. She's staying with my aunt up in Connecticut while Daddy sells his house. Can you imagine what this would do for my reputation? Screwing the new headmaster's virginal daughter before school starts? It will be my greatest victory.
Person1: You don't stand a chance. Even this is out of your league.
Person2: Care to make a wager on that?
Person1: I'll think about it...
Person2: Oh well, duty calls. Time to add another chapter to my work of art.",Shaming or Belittlement,1,"['Persuasion or Seduction', 'Intimidation', 'Shaming or Belittlement']",1,"manip_score=0.786; Persuasion or Seduction=0.946, Intimidation=0.912, Shaming or Belittlement=0.885"
399,"Person1: I once promised you a fast ticket, Jordan, and I always meant to make good on that.  Come work for me.  I can always use a hard-charger on my team.
Person2: You promise Wickwire a fast ticket, too?
Person1: I've had no direct communication with him since this whole thing began.  And that's quite verifiable.
Person2: I'm sure it is.
Person1: You'll think about my offer?
Person2: You know, I wonder what the SecNav would think about it.  If I spoke with him.
Person1: Well, I spoke with Mr. Hayes this morning myself -- and told him the deal was off.  No more test cases. He was only too happy to oblige.  Don't play politics with me, little darlin'.  You'd be up way past your bedtime.",nan,0,['Safe / No Manipulation'],0,No clear manipulative intent detected.
400,"Person1: Don't you think there's too much gold?
Person2: It's great.  You wanna speak to Mary? Hold on...
Person1: I don't know, I think...
Person2: Look, would you argue with your doctor?
Person1: No.",nan,0,"['Persuasion or Seduction', 'Intimidation', 'Shaming or Belittlement']",1,"manip_score=0.676; Persuasion or Seduction=0.976, Intimidation=0.964, Shaming or Belittlement=0.931"
401,"Person1: Well, I have to admit my game's a little rusty, but I love polo. It's unrelenting, a constant challenge to the senses. Really a beautiful experience.
Person2: Rick, I want to cut through the b.s.
Person1: I'd love that.
Person2: Good. I think you're an asshole. No, let me correct that, an immature asshole. Which is fine, except you're marrying my daughter and I'm afraid my grandchildren are going to be little assholes.
Person1: Mr. Thomerson, I...
Person2: Let me finish. Debbie's an adult. She can do what she wants. But if you want your marriage to last, you're going to have to change some things about yourself. If I may make some suggestions...
Person1: Feel free.
Person2: First, you're a slob. You have to dress for success. Second, your outlook on life...","Persuasion or Seduction,Shaming or Belittlement",1,"['Accusation', 'Shaming or Belittlement', 'Intimidation']",1,"manip_score=0.714; Accusation=0.986, Shaming or Belittlement=0.953, Intimidation=0.944"
402,"Person1: I don't know, I don't know ... I just know we've made too many enemies.
Person2: Sir, Bob and I are gonna have to testify before Earvin's committee.
Person1: No, you're not!  You're going to claim executive privilege and you're going to stonewall it all the way -- plead the Fifth Amendment.  I don't give a shit.  They can't force the President's people to testify.
Person2: Executive privilege will make it look like we're covering up.
Person1: We are covering up!  For some petty, stupid shit.  There are things I can say -- when other people say them, they'd be lies. But when I say them nobody believes me anyway ...",Brandishing Anger,1,"['Intimidation', 'Shaming or Belittlement', 'Accusation']",1,"manip_score=0.827; Intimidation=0.978, Shaming or Belittlement=0.949, Accusation=0.904"
403,"Person1: I know it's a cornball thing but love is passion, obsession, someone you can't live without.  If you don't start with that, what are you going to end up with?  I say fall head over heels.  Find someone you can love like crazy and who'll love you the same way back.  And how do you find him?  Forget your head and listen to your heart.  I'm not hearing any heart.  Run the risk, if you get hurt, you'll come back.  Because, the truth is there is no sense living your life without this.  To make the journey and not fall deeply in love -- well, you haven't lived a life at all. You have to try.  Because if you haven't tried, you haven't lived.
Person2: Bravo.
Person1: Aw, you're tough.
Person2: I'm sorry.  But give it to me again. The short version.
Person1: Stay open.  Who knows?  Lightning could strike.",Persuasion or Seduction,1,"['Persuasion or Seduction', 'Accusation', 'Intimidation']",1,"manip_score=0.678; Persuasion or Seduction=0.832, Accusation=0.818, Intimidation=0.809"
404,"Person1: Just souvenirs.  Towels and stuff.
Person2: You1re leaving, too?
Person1: I never wanted to hurt anybody.  In fact... I even thought I was helping.",Feigning Innocence,1,"['Feigning Innocence', 'Persuasion or Seduction', 'Intimidation']",1,"manip_score=0.538; Feigning Innocence=0.976, Persuasion or Seduction=0.966, Intimidation=0.913"
405,"Person1: No, actually I went to Craignewton but I was worried that you wouldn't have heard of it so I put the Royal Edinburgh College instead, because they're both schools, right, and we're all in this together, and I wanted to put across the general idea rather than the details, yeah? People get all hung up on details, but what's the point? Like which school? Does it matter? Why? When? Where? Or how many O grades did I get? Could be six, could be one, but that's not important. What's important is that I am, right? That I am.
Person2: Mr. Murphy, do you mean that you lied on your application?
Person1: Only to get my foot in the door. Showing initiative, right?
Person2: You were referred here by the Department of Employment. There's no need for you to get you ""foot in the door"", as you put it.
Person1: Hey. Right. No problem. Whatever you say, man. You're the man, the governor, the dude in the chair, like. I'm merely here. But obviously I am. Here, that is. I hope I'm not talking too much. I don't usually. I think it's all important though, isn't it?",Rationalization,1,"['Persuasion or Seduction', 'Rationalization', 'Intimidation']",1,"manip_score=0.783; Persuasion or Seduction=0.981, Rationalization=0.948, Intimidation=0.937"
406,"Person1: Do it.
Person2: Don't think I won't.
Person1: Do it!  Put me out of my misery so I don't have to listen to you whining anymore.  You think it's so easy?
Person2: Easy enough for you.
Person1: I never killed anyone.
Person2: That's right, you just stood there and watched, because you ""felt like it.""  Almost makes you worse.
Person1: What do you want?  You want me to fall to my knees and start crying like a baby... ?",Shaming or Belittlement,1,"['Intimidation', 'Shaming or Belittlement', 'Accusation']",1,"manip_score=0.695; Intimidation=0.989, Shaming or Belittlement=0.984, Accusation=0.970"
407,"Person1: Like...?
Person2: Like ""three thousand a ki?""  That's nice. And I can supply the transportation into South Florida and the Gulf, more reliable and on-time than FedEx.  But, three per ki was OK for openers.
Person1: And why should continuing excellence cost more?
Person2: Cost less.  That's the point.
Person1: Is it December?
Person2: What do you mean?
Person1: Did Christmas come early this year...?
Person2: Better than that.  We become partners.  Only in this territory and only on loads we run. And you don't pay us three thousand a ki.  You pay us zero.  Why we get is thirty percent of the load. Product or cash.  ""And why,"" you're thinking, ""would I be crazy enough to out in these gringos like that? Is he chipping?  Crazy for my love? Too many mojitas?""  And the answer is, ""of course"" but also ""no.  It is because Sonny can deliver what no one else can.""
Person1: Good samba dancing...?
Person2: Zero risk.
Person1: 'Cause you don't lose loads?
Person2: 'Cause we guarantee every load.  Anywhere, for any reason, it comes up short, we make good.  Your operations will, from now on, run risk-free.
Person1: And you're our thirty-percent partner?",nan,0,['Safe / No Manipulation'],0,No clear manipulative intent detected.
408,"Person1: I won't let her in. I'm sorry, Randy, I'm not gonna let her in. She - Well, I'm not gonna let her in, the way she's behaving. I'm - I'm -
Person2: Not gonna let me in?
Person1: Who knows what you're gonna do in there? I don't want you -
Person2: What do you mean, what am I gonna do? I'm in the same clothes for two days! I want to get a few of my things! Big deal!",Brandishing Anger,1,"['Intimidation', 'Shaming or Belittlement', 'Accusation']",1,"manip_score=0.683; Intimidation=0.999, Shaming or Belittlement=0.997, Accusation=0.994"
409,"Person1: Don't touch him.
Person2: How many men have we seen die?
Person1: Two.  Gabriel and Thomas.
Person2: They're gone.  And there is nothing you or I can do to bring them back. But there is something you can do to help end all this.
Person1: It is ended.
Person2: No.  It's not over yet.  Two days ride, Yorktown, Virginia. Washington, the French, Cornwallis and Tarleton.  It will end, one way or another.  Francis, nothing will replace your sons but helping us will justify their sacrifice.",Persuasion or Seduction,1,['Safe / No Manipulation'],0,No clear manipulative intent detected.
410,"Person1: Yes. I don t think I can...control myself.
Person2: I know I should go. I know I have a tendency to get involved with unavailable men, and...I mean, do you want me to go?",nan,0,['Safe / No Manipulation'],0,No clear manipulative intent detected.
411,"Person1: Security, uh Norm, Norm speaking.
Person2: Norman? This is Mr. Eddie Vedder, from Accounting. I just had a power surge here at home that wiped out a file I was working on. Listen, I'm in big trouble, do you know anything about computers?
Person1: Uhhmmm... uh gee, uh...
Person2: Right, well my BLT drive on my computer just went AWOL, and I've got this big project due tomorrow for Mr. Kawasaki, and if I don't get it in, he's gonna ask me to commit Hari Kari...
Person1: Uhhh.. ahahaha...
Person2: Yeah, well, you know these Japanese management techniques.  Could you, uh, read me the number on the modem?
Person1: Uhhhmm...
Person2: It's a little boxy thing, Norm, with switches on it... lets my computer talk to the one there...
Person1: 212-555-4240.",nan,0,"['Intimidation', 'Persuasion or Seduction', 'Accusation']",1,"manip_score=0.631; Intimidation=0.945, Persuasion or Seduction=0.905, Accusation=0.839"
